theover_key,league,date_local,away_code,home_code,theover_pick,theover_market_type,theover_line,theover_model,theover_hit_rate,raw_text,away_team_raw,home_team_raw,pick_validation_status,pick_validation_warning
NCAAB|SFP|LIU|2026-02-19,NCAAB,2026-02-19,LIU,SFP,SFPA,SIDE,8.5,TheOver,0.485,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'St. Francis (PA)', 'AWAYTEAM': 'LIU', 'PICK': 'SFPA', 'LINE': 8.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'St. Francis (PA)'}",LIU Sharks,St. Francis (PA),potential_mismatch,"PICK 'SFPA' similar to home code 'SFP' (dist=1), but also close to away 'LIU' (dist=4). Verify correct team."
NCAAB|STET|CARK|2026-02-19,NCAAB,2026-02-19,CARK,STET,STET,SIDE,8.5,TheOver,0.485,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Stetson', 'AWAYTEAM': 'Central Arkansas', 'PICK': 'STET', 'LINE': 8.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Stetson'}",Central Arkansas,Stetson,valid,
NCAAB|TAR|SUU|2026-02-19,NCAAB,2026-02-19,SUU,TAR,SUU,SIDE,5.5,TheOver,0.515,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Tarleton State', 'AWAYTEAM': 'Southern Utah', 'PICK': 'SUU', 'LINE': 5.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Southern Utah'}",Southern Utah,Tarleton State,valid,
NCAAB|TNST|LIND|2026-02-19,NCAAB,2026-02-19,LIND,TNST,LINW,SIDE,3.5,TheOver,0.5349999999999999,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Tennessee St.', 'AWAYTEAM': 'Lindenwood', 'PICK': 'LINW', 'LINE': 3.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Lindenwood'}",Lindenwood,Tennessee St.,potential_mismatch,"PICK 'LINW' similar to away code 'LIND' (dist=1), but also close to home 'TNST' (dist=4). Verify correct team."
NCAAB|TNTH|SIUE|2026-02-19,NCAAB,2026-02-19,SIUE,TNTH,TNTC,SIDE,1.5,TheOver,0.5549999999999999,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Tennessee Tech', 'AWAYTEAM': 'SIU Edwardsville', 'PICK': 'TNTC', 'LINE': 1.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Tennessee Tech'}",SIU Edwardsville,Tennessee Tech,potential_mismatch,"PICK 'TNTC' similar to home code 'TNTH' (dist=1), but also close to away 'SIUE' (dist=4). Verify correct team."
NCAAB|UTA|UTT|2026-02-19,NCAAB,2026-02-19,UTT,UTA,UTA,SIDE,-4.5,TheOver,0.615,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Texas-Arlington', 'AWAYTEAM': 'Utah Tech', 'PICK': 'UTA', 'LINE': -4.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Utah Tech'}",Utah Tech,Texas-Arlington,valid,
NCAAB|CIT|SAM|2026-02-19,NCAAB,2026-02-19,SAM,CIT,CIT,SIDE,10.5,TheOver,0.465,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'The Citadel', 'AWAYTEAM': 'Samford', 'PICK': 'CIT', 'LINE': 10.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'The Citadel'}",Samford,The Citadel,valid,
NCAAB|UCSB|CSUN|2026-02-19,NCAAB,2026-02-19,CSUN,UCSB,CSN,SIDE,4.5,TheOver,0.525,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'UC Santa Barbara', 'AWAYTEAM': 'CSU Northridge', 'PICK': 'CSN', 'LINE': 4.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Cal State Northridge'}",CSU Northridge,UC Santa Barbara,potential_mismatch,"PICK 'CSN' similar to away code 'CSUN' (dist=1), but also close to home 'UCSB' (dist=2). Verify correct team."
NCAAB|ULL|ARK|2026-02-19,NCAAB,2026-02-19,ARK,ULL,ARST,SIDE,-7.5,TheOver,0.645,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'UL Lafayette', 'AWAYTEAM': 'Arkansas St.', 'PICK': 'ARST', 'LINE': -7.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Arkansas St.'}",Arkansas St.,UL Lafayette,potential_mismatch,"PICK 'ARST' similar to away code 'ARK' (dist=2), but also close to home 'ULL' (dist=4). Verify correct team."
NCAAB|UMBC|VER|2026-02-19,NCAAB,2026-02-19,VER,UMBC,UMBC,SIDE,1.5,TheOver,0.5549999999999999,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'UMBC', 'AWAYTEAM': 'Vermont', 'PICK': 'UMBC', 'LINE': 1.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'UMBC'}",Vermont,UMBC Retrievers,valid,
NCAAB|UMLO|NEW|2026-02-19,NCAAB,2026-02-19,NEW,UMLO,MASSL,SIDE,-4.5,TheOver,0.615,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'UMass Lowell', 'AWAYTEAM': 'New Hampshire', 'PICK': 'MASSL', 'LINE': -4.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'UMass Lowell'}",New Hampshire,UMass Lowell,unmatched,PICK 'MASSL' doesn't match home 'UMass Lowell' (UMLO) or away 'New Hampshire' (NEW)
NCAAB|UNCW|MON|2026-02-19,NCAAB,2026-02-19,MON,UNCW,MONM,SIDE,6.5,TheOver,0.505,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'UNC Wilmington', 'AWAYTEAM': 'Monmouth-NJ', 'PICK': 'MONM', 'LINE': 6.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Monmouth-NJ'}",Monmouth-NJ,UNC Wilmington,potential_mismatch,"PICK 'MONM' similar to away code 'MON' (dist=1), but also close to home 'UNCW' (dist=4). Verify correct team."
NCAAB|WEB|MTST|2026-02-19,NCAAB,2026-02-19,MTST,WEB,MTST,SIDE,1.5,TheOver,0.5549999999999999,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Weber St.', 'AWAYTEAM': 'Montana St.', 'PICK': 'MTST', 'LINE': 1.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'Montana St.'}",Montana St.,Weber St.,valid,
NCAAB|WIN|USCU|2026-02-19,NCAAB,2026-02-19,USCU,WIN,SCUS,SIDE,13.5,TheOver,0.435,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Winthrop', 'AWAYTEAM': 'USC Upstate', 'PICK': 'SCUS', 'LINE': 13.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'USC Upstate'}",USC Upstate,Winthrop,potential_mismatch,"PICK 'SCUS' similar to away code 'USCU' (dist=2), but also close to home 'WIN' (dist=4). Verify correct team."
NCAAB|WRI|IUIN|2026-02-19,NCAAB,2026-02-19,IUIN,WRI,IUPU,SIDE,11.5,TheOver,0.455,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Wright St.', 'AWAYTEAM': 'IUPUI', 'PICK': 'IUPU', 'LINE': 11.5, 'WINPROBABILITY': nan, 'MARKET': 'Spread', 'PICKTEAM': 'IUPUI'}",IU Indianapolis,Wright St.,potential_mismatch,"PICK 'IUPU' similar to away code 'IUIN' (dist=2), but also close to home 'WRI' (dist=4). Verify correct team."
