theover_key,league,date_local,away_code,home_code,theover_pick,theover_market_type,theover_line,theover_model,theover_hit_rate,raw_text,away_team_raw,home_team_raw,pick_validation_status,pick_validation_warning
NBA|GSW|BOS|2026-02-19,NBA,2026-02-19,BOS,GSW,Under,TOTAL,217.5,TheOver,0.916666667,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Boston', 'AWAYTEAM': 'Golden State', 'HOMEKALSHI': 'BOS', 'AWAYKALSHI': 'GSW', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 217.5, 'WINPROBABILITY': 0.916666667, 'MARKET': 'Total', 'MATCHUP': 'Boston @ Golden State'}",Boston,Golden State,valid,
NBA|WAS|IND|2026-02-19,NBA,2026-02-19,IND,WAS,Over,TOTAL,234.5,TheOver,0.791666667,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Indiana', 'AWAYTEAM': 'Washington', 'HOMEKALSHI': 'IND', 'AWAYKALSHI': 'WAS', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 234.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Indiana @ Washington'}",Indiana Pacers,Washington Wizards,valid,
NBA|CLE|BKN|2026-02-19,NBA,2026-02-19,BKN,CLE,Over,TOTAL,230.5,TheOver,0.791666667,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Brooklyn', 'AWAYTEAM': 'Cleveland', 'HOMEKALSHI': 'BKN', 'AWAYKALSHI': 'CLE', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 230.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Brooklyn @ Cleveland'}",Brooklyn Nets,Cleveland Cavaliers,valid,
NBA|CHA|HOU|2026-02-19,NBA,2026-02-19,HOU,CHA,Over,TOTAL,216.5,TheOver,0.791666667,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Houston', 'AWAYTEAM': 'Charlotte', 'HOMEKALSHI': 'HOU', 'AWAYKALSHI': 'CHA', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 216.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Houston @ Charlotte'}",Houston Rockets,Charlotte Hornets,valid,
NBA|SAC|ORL|2026-02-19,NBA,2026-02-19,ORL,SAC,Over,TOTAL,225.5,TheOver,0.916666667,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Orlando', 'AWAYTEAM': 'Sacramento', 'HOMEKALSHI': 'ORL', 'AWAYKALSHI': 'SAC', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 225.5, 'WINPROBABILITY': 0.916666667, 'MARKET': 'Total', 'MATCHUP': 'Orlando @ Sacramento'}",Orlando Magic,Sacramento Kings,valid,
NBA|CHI|TOR|2026-02-19,NBA,2026-02-19,TOR,CHI,Over,TOTAL,233.5,TheOver,0.833333333,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Toronto', 'AWAYTEAM': 'Chicago', 'HOMEKALSHI': 'TOR', 'AWAYKALSHI': 'CHI', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 233.5, 'WINPROBABILITY': 0.833333333, 'MARKET': 'Total', 'MATCHUP': 'Toronto @ Chicago'}",Toronto,Chicago Bulls,valid,
NBA|SAS|PHX|2026-02-19,NBA,2026-02-19,PHX,SAS,Over,TOTAL,228.5,TheOver,0.854166667,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Phoenix', 'AWAYTEAM': 'San Antonio', 'HOMEKALSHI': 'PHX', 'AWAYKALSHI': 'SAS', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 228.5, 'WINPROBABILITY': 0.854166667, 'MARKET': 'Total', 'MATCHUP': 'Phoenix @ San Antonio'}",Phoenix Suns,San Antonio Spurs,valid,
NBA|NYK|DET|2026-02-19,NBA,2026-02-19,DET,NYK,Over,TOTAL,222.5,TheOver,0.8125,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Detroit', 'AWAYTEAM': 'New York', 'HOMEKALSHI': 'DET', 'AWAYKALSHI': 'NYK', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 222.5, 'WINPROBABILITY': 0.8125, 'MARKET': 'Total', 'MATCHUP': 'Detroit @ New York'}",Detroit Pistons,New York Knicks,valid,
NBA|PHI|ATL|2026-02-19,NBA,2026-02-19,ATL,PHI,Under,TOTAL,237.5,TheOver,0.791666667,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Atlanta', 'AWAYTEAM': 'Philadelphia', 'HOMEKALSHI': 'ATL', 'AWAYKALSHI': 'PHI', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 237.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Atlanta @ Philadelphia'}",Atlanta Hawks,Philadelphia 76ers,valid,
NBA|LAC|DEN|2026-02-19,NBA,2026-02-19,DEN,LAC,Over,TOTAL,225.5,TheOver,0.9375,"{'LEAGUE': 'NBA', 'HOMETEAM': 'Denver', 'AWAYTEAM': 'L.A. Clippers', 'HOMEKALSHI': 'DEN', 'AWAYKALSHI': 'LAC', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 225.5, 'WINPROBABILITY': 0.9375, 'MARKET': 'Total', 'MATCHUP': 'Denver @ L.A. Clippers'}",Denver Nuggets,L.A. Clippers,valid,
NCAAB|USF|MEM|2026-02-19,NCAAB,2026-02-19,MEM,USF,Over,TOTAL,155.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Memphis', 'AWAYTEAM': 'South Florida', 'HOMEKALSHI': 'MEMPHIS', 'AWAYKALSHI': 'SOUTH FLORIDA', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 155.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Memphis @ South Florida'}",Memphis Tigers,South Florida,valid,
NCAAB|UNT|TULN|2026-02-19,NCAAB,2026-02-19,TULN,UNT,Over,TOTAL,132.5,TheOver,0.875,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Tulane', 'AWAYTEAM': 'North Texas', 'HOMEKALSHI': 'TULANE', 'AWAYKALSHI': 'NORTH TEXAS', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 132.5, 'WINPROBABILITY': 0.875, 'MARKET': 'Total', 'MATCHUP': 'Tulane @ North Texas'}",Tulane Green Wave,North Texas,valid,
NCAAB|UCSB|CSUN|2026-02-19,NCAAB,2026-02-19,CSUN,UCSB,Under,TOTAL,160.5,TheOver,0.875,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'CSU Northridge', 'AWAYTEAM': 'UC Santa Barbara', 'HOMEKALSHI': 'CSU NORTHRIDGE', 'AWAYKALSHI': 'UC SANTA BARBARA', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 160.5, 'WINPROBABILITY': 0.875, 'MARKET': 'Total', 'MATCHUP': 'CSU Northridge @ UC Santa Barbara'}",CSU Northridge,UC Santa Barbara,valid,
NCAAB|ULL|ARK|2026-02-19,NCAAB,2026-02-19,ARK,ULL,Under,TOTAL,146.5,TheOver,0.833333333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Arkansas St.', 'AWAYTEAM': 'UL Lafayette', 'HOMEKALSHI': 'ARKANSAS ST', 'AWAYKALSHI': 'UL LAFAYETTE', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 146.5, 'WINPROBABILITY': 0.833333333, 'MARKET': 'Total', 'MATCHUP': 'Arkansas St. @ UL Lafayette'}",Arkansas St.,UL Lafayette,valid,
NCAAB|UTA|UTT|2026-02-19,NCAAB,2026-02-19,UTT,UTA,Under,TOTAL,141.5,TheOver,0.833333333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Utah Tech', 'AWAYTEAM': 'Texas-Arlington', 'HOMEKALSHI': 'UTAH TECH', 'AWAYKALSHI': 'TEXAS-ARLINGTON', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 141.5, 'WINPROBABILITY': 0.833333333, 'MARKET': 'Total', 'MATCHUP': 'Utah Tech @ Texas-Arlington'}",Utah Tech,Texas-Arlington,valid,
NCAAB|UNCW|MON|2026-02-19,NCAAB,2026-02-19,MON,UNCW,Under,TOTAL,142.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Monmouth-NJ', 'AWAYTEAM': 'UNC Wilmington', 'HOMEKALSHI': 'MONMOUTH-NJ', 'AWAYKALSHI': 'UNC WILMINGTON', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 142.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Monmouth-NJ @ UNC Wilmington'}",Monmouth-NJ,UNC Wilmington,valid,
NCAAB|FDU|CHST|2026-02-19,NCAAB,2026-02-19,CHST,FDU,Over,TOTAL,134.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'FDU', 'AWAYTEAM': 'Chicago St.', 'HOMEKALSHI': 'FDU', 'AWAYKALSHI': 'CHICAGO ST', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 134.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'FDU @ Chicago St.'}",Chicago St.,FDU,valid,
NCAAB|CIT|SAM|2026-02-19,NCAAB,2026-02-19,SAM,CIT,Over,TOTAL,140.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Samford', 'AWAYTEAM': 'The Citadel', 'HOMEKALSHI': 'SAMFORD', 'AWAYKALSHI': 'THE CITADEL', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 140.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Samford @ The Citadel'}",Samford,The Citadel,valid,
NCAAB|WEB|MTST|2026-02-19,NCAAB,2026-02-19,MTST,WEB,Under,TOTAL,150.5,TheOver,0.875,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Montana St.', 'AWAYTEAM': 'Weber St.', 'HOMEKALSHI': 'MONTANA ST', 'AWAYKALSHI': 'WEBER ST', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 150.5, 'WINPROBABILITY': 0.875, 'MARKET': 'Total', 'MATCHUP': 'Montana St. @ Weber St.'}",Montana St.,Weber St.,valid,
NCAAB|SIUE|TNTH|2026-02-19,NCAAB,2026-02-19,TNTH,SIUE,Under,TOTAL,136.5,TheOver,0.854166667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'SIU Edwardsville', 'AWAYTEAM': 'Tennessee Tech', 'HOMEKALSHI': 'SIU EDWARDSVILLE', 'AWAYKALSHI': 'TENNESSEE TECH', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 136.5, 'WINPROBABILITY': 0.854166667, 'MARKET': 'Total', 'MATCHUP': 'SIU Edwardsville @ Tennessee Tech'}",Tennessee Tech,SIU Edwardsville,valid,
NCAAB|WIU|IND|2026-02-19,NCAAB,2026-02-19,IND,WIU,Under,TOTAL,139.5,TheOver,0.854166667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Southern Indiana', 'AWAYTEAM': 'Western Illinois', 'HOMEKALSHI': 'SOUTHERN INDIANA', 'AWAYKALSHI': 'WESTERN ILLINOIS', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 139.5, 'WINPROBABILITY': 0.854166667, 'MARKET': 'Total', 'MATCHUP': 'Southern Indiana @ Western Illinois'}",Southern Indiana,Western Illinois Leathernecks,valid,
NCAAB|NEU|DRE|2026-02-19,NCAAB,2026-02-19,DRE,NEU,Under,TOTAL,144.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Drexel', 'AWAYTEAM': 'Northeastern', 'HOMEKALSHI': 'DREXEL', 'AWAYKALSHI': 'NORTHEASTERN', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 144.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Drexel @ Northeastern'}",Drexel,Northeastern,valid,
NCAAB|APP|MARS|2026-02-19,NCAAB,2026-02-19,MARS,APP,Over,TOTAL,143.5,TheOver,0.770833333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Marshall', 'AWAYTEAM': 'Appalachian St.', 'HOMEKALSHI': 'MARSHALL', 'AWAYKALSHI': 'APPALACHIAN ST', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 143.5, 'WINPROBABILITY': 0.770833333, 'MARKET': 'Total', 'MATCHUP': 'Marshall @ Appalachian St.'}",Marshall,Appalachian St.,valid,
NCAAB|CSF|UCD|2026-02-19,NCAAB,2026-02-19,UCD,CSF,Over,TOTAL,155.5,TheOver,0.916666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'UC Davis', 'AWAYTEAM': 'CSU Fullerton', 'HOMEKALSHI': 'UC DAVIS', 'AWAYKALSHI': 'CSU FULLERTON', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 155.5, 'WINPROBABILITY': 0.916666667, 'MARKET': 'Total', 'MATCHUP': 'UC Davis @ CSU Fullerton'}",UC Davis,CSU Fullerton,valid,
NCAAB|TAR|SUU|2026-02-19,NCAAB,2026-02-19,SUU,TAR,Under,TOTAL,143.5,TheOver,0.833333333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Southern Utah', 'AWAYTEAM': 'Tarleton State', 'HOMEKALSHI': 'SOUTHERN UTAH', 'AWAYKALSHI': 'TARLETON STATE', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 143.5, 'WINPROBABILITY': 0.833333333, 'MARKET': 'Total', 'MATCHUP': 'Southern Utah @ Tarleton State'}",Southern Utah,Tarleton State,valid,
NCAAB|DEN|SOU|2026-02-19,NCAAB,2026-02-19,SOU,DEN,Under,TOTAL,161.5,TheOver,0.875,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'South Dakota', 'AWAYTEAM': 'Denver', 'HOMEKALSHI': 'SOUTH DAKOTA', 'AWAYKALSHI': 'DENVER', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 161.5, 'WINPROBABILITY': 0.875, 'MARKET': 'Total', 'MATCHUP': 'South Dakota @ Denver'}",South Dakota,Denver,valid,
NCAAB|WIN|USCU|2026-02-19,NCAAB,2026-02-19,USCU,WIN,Over,TOTAL,154.5,TheOver,0.770833333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'USC Upstate', 'AWAYTEAM': 'Winthrop', 'HOMEKALSHI': 'USC UPSTATE', 'AWAYKALSHI': 'WINTHROP', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 154.5, 'WINPROBABILITY': 0.770833333, 'MARKET': 'Total', 'MATCHUP': 'USC Upstate @ Winthrop'}",USC Upstate,Winthrop,valid,
NCAAB|IUIN|WRI|2026-02-19,NCAAB,2026-02-19,WRI,IUIN,Under,TOTAL,161.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'IUPUI', 'AWAYTEAM': 'Wright St.', 'HOMEKALSHI': 'IUPUI', 'AWAYKALSHI': 'WRIGHT ST', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 161.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'IUPUI @ Wright St.'}",Wright St.,IU Indianapolis,valid,
NCAAB|UNCA|HPU|2026-02-19,NCAAB,2026-02-19,HPU,UNCA,Over,TOTAL,151.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'UNC Asheville', 'AWAYTEAM': 'High Point', 'HOMEKALSHI': 'UNC ASHEVILLE', 'AWAYKALSHI': 'HIGH POINT', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 151.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'UNC Asheville @ High Point'}",High Point,UNC Asheville,valid,
NCAAB|UALR|TEN|2026-02-19,NCAAB,2026-02-19,TEN,UALR,Under,TOTAL,135.5,TheOver,0.833333333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Tenn-Martin', 'AWAYTEAM': 'Little Rock', 'HOMEKALSHI': 'TENN-MARTIN', 'AWAYKALSHI': 'LITTLE ROCK', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 135.5, 'WINPROBABILITY': 0.833333333, 'MARKET': 'Total', 'MATCHUP': 'Tenn-Martin @ Little Rock'}",Tenn-Martin,Little Rock,valid,
NCAAB|NEW|UMLO|2026-02-19,NCAAB,2026-02-19,UMLO,NEW,Over,TOTAL,148.5,TheOver,0.75,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'New Hampshire', 'AWAYTEAM': 'UMass Lowell', 'HOMEKALSHI': 'NEW HAMPSHIRE', 'AWAYKALSHI': 'UMASS LOWELL', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 148.5, 'WINPROBABILITY': 0.75, 'MARKET': 'Total', 'MATCHUP': 'New Hampshire @ UMass Lowell'}",UMass Lowell,New Hampshire,valid,
NCAAB|HOF|HAMP|2026-02-19,NCAAB,2026-02-19,HAMP,HOF,Under,TOTAL,134.5,TheOver,0.833333333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Hampton', 'AWAYTEAM': 'Hofstra', 'HOMEKALSHI': 'HAMPTON', 'AWAYKALSHI': 'HOFSTRA', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 134.5, 'WINPROBABILITY': 0.833333333, 'MARKET': 'Total', 'MATCHUP': 'Hampton @ Hofstra'}",Hampton,Hofstra,valid,
NCAAB|UMBC|VER|2026-02-19,NCAAB,2026-02-19,VER,UMBC,Over,TOTAL,140.5,TheOver,0.75,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Vermont', 'AWAYTEAM': 'UMBC', 'HOMEKALSHI': 'VERMONT', 'AWAYKALSHI': 'UMBC', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 140.5, 'WINPROBABILITY': 0.75, 'MARKET': 'Total', 'MATCHUP': 'Vermont @ UMBC'}",Vermont,UMBC Retrievers,valid,
NCAAB|LBSU|UCI|2026-02-19,NCAAB,2026-02-19,UCI,LBSU,Over,TOTAL,144.5,TheOver,0.916666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'UC Irvine', 'AWAYTEAM': 'Long Beach St.', 'HOMEKALSHI': 'UC IRVINE', 'AWAYKALSHI': 'LONG BEACH ST', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 144.5, 'WINPROBABILITY': 0.916666667, 'MARKET': 'Total', 'MATCHUP': 'UC Irvine @ Long Beach St.'}",UC Irvine,Long Beach St.,valid,
NCAAB|UVU|CBU|2026-02-19,NCAAB,2026-02-19,CBU,UVU,Under,TOTAL,141.5,TheOver,0.833333333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'CA Baptist', 'AWAYTEAM': 'Utah Valley', 'HOMEKALSHI': 'CA BAPTIST', 'AWAYKALSHI': 'UTAH VALLEY', 'PICK': 'Under', 'PICKCODE': 'OU_UNDER', 'LINE': 141.5, 'WINPROBABILITY': 0.833333333, 'MARKET': 'Total', 'MATCHUP': 'CA Baptist @ Utah Valley'}",CA Baptist,Utah Valley,valid,
NCAAB|PRE|GW|2026-02-19,NCAAB,2026-02-19,GW,PRE,Over,TOTAL,139.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Longwood', 'AWAYTEAM': 'Presbyterian', 'HOMEKALSHI': 'LONGWOOD', 'AWAYKALSHI': 'PRESBYTERIAN', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 139.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Longwood @ Presbyterian'}",Longwood,Presbyterian,valid,
NCAAB|MERC|WAG|2026-02-19,NCAAB,2026-02-19,WAG,MERC,Over,TOTAL,132.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Wagner', 'AWAYTEAM': 'Mercyhurst', 'HOMEKALSHI': 'WAGNER', 'AWAYKALSHI': 'MERCYHURST', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 132.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Wagner @ Mercyhurst'}",Wagner,Mercyhurst,valid,
NCAAB|SOAL|TEX|2026-02-19,NCAAB,2026-02-19,TEX,SOAL,Over,TOTAL,137.5,TheOver,0.833333333,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Texas State', 'AWAYTEAM': 'South Alabama', 'HOMEKALSHI': 'TEXAS STATE', 'AWAYKALSHI': 'SOUTH ALABAMA', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 137.5, 'WINPROBABILITY': 0.833333333, 'MARKET': 'Total', 'MATCHUP': 'Texas State @ South Alabama'}",Texas State,South Alabama,valid,
NCAAB|LIB|FLA|2026-02-19,NCAAB,2026-02-19,FLA,LIB,Over,TOTAL,151.5,TheOver,0.75,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'FIU Panthers', 'AWAYTEAM': 'Liberty', 'HOMEKALSHI': 'FIU PANTHERS', 'AWAYKALSHI': 'LIBERTY', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 151.5, 'WINPROBABILITY': 0.75, 'MARKET': 'Total', 'MATCHUP': 'FIU Panthers @ Liberty'}",FIU Panthers,Liberty,valid,
NCAAB|RAD|GW|2026-02-19,NCAAB,2026-02-19,GW,RAD,Over,TOTAL,161.5,TheOver,0.791666667,"{'LEAGUE': 'NCAAB', 'HOMETEAM': 'Gardner-Webb', 'AWAYTEAM': 'Radford', 'HOMEKALSHI': 'GARDNER-WEBB', 'AWAYKALSHI': 'RADFORD', 'PICK': 'Over', 'PICKCODE': 'OU_OVER', 'LINE': 161.5, 'WINPROBABILITY': 0.791666667, 'MARKET': 'Total', 'MATCHUP': 'Gardner-Webb @ Radford'}",Gardner-Webb,Radford,valid,
